sample_id,subject,predicate,predicate_code,correct_answer,culture,country,prediction,extracted_answer,exact_match,overlap
P17_general_WESTERN_COUNTRIES_735,Cherbourg-en-Cotentin,Country,P17,['France'],Western,France,"Normandy Cherbourg-en-Cotentin is a commune located in the department of Manche, in the region of Normandy, in northwestern France. The city is situated on the Cotentin Peninsula, which is part of the larger Normandy region","Normandy Cherbourg-en-Cotentin is a commune located in the department of Manche, in the region of Normandy, in northwestern France. The city is situated on the Cotentin Peninsula, which is part of the larger Normandy region",0.0,1.0
P17_general_WESTERN_COUNTRIES_736,2017 Chicago Bears season,Country,P17,['United States of America'],Western,USA,"Chicago The 2017 Chicago Bears season was played in Chicago, Illinois. The Chicago Bears are a professional American football team based in Chicago, and they play their home games at Soldier Field, which is located in the city of Chicago. Therefore","Chicago The 2017 Chicago Bears season was played in Chicago, Illinois. The Chicago Bears are a professional American football team based in Chicago, and they play their home games at Soldier Field, which is located in the city of Chicago. Therefore",0.0,0.0
P17_general_WESTERN_COUNTRIES_737,Rezé,Country,P17,['France'],Western,France,"Rezé is located in the department of Vienne, in the Occitanie region of southern France. To provide more context:

1. Rezé is a commune (a type of municipality) in France.
2. It is situated in","Rezé is located in the department of Vienne, in the Occitanie region of southern France. To provide more context:",0.0,1.0
P17_general_WESTERN_COUNTRIES_738,Agde,Country,P17,['France'],Western,France,"A: Occitania

Agde is a commune located in the Occitanie region of southern France. Occitanie is one of the 13 regions of France, and it includes the departments of Hérault, Aude, and",A: Occitania,0.0,0.0
P17_general_WESTERN_COUNTRIES_739,Paris Saint-Germain Féminine,Country,P17,['France'],Western,France,"Paris Paris Saint-Germain Féminine, also known simply as Paris Saint-Germain or PSG, is a French professional football club based in Paris, the capital city of France. Therefore, the answer to the question ""Paris Saint-Ger","Paris Paris Saint-Germain Féminine, also known simply as Paris Saint-Germain or PSG, is a French professional football club based in Paris, the capital city of France. Therefore, the answer to the question ""Paris Saint-Ger",0.0,1.0
P17_general_WESTERN_COUNTRIES_740,A Coruña,Country,P17,['Spain'],Western,Spain,"A Coruña is located in Galicia, Spain.

To provide more context and ensure the answer is correct:

1. A Coruña (also known as Corunna in English) is a city and municipality in northwestern Spain.
2","A Coruña is located in Galicia, Spain",0.0,1.0
P17_general_WESTERN_COUNTRIES_741,Instagram,Country,P17,['United States of America'],Western,USA,"San Francisco The answer provided, ""San Francisco,"" is not entirely accurate. Instagram is not located in San Francisco; it is headquartered in the San Francisco Bay Area, but it is not physically located there. Instagram is actually headquartered in San Jose, California","San Francisco The answer provided, ""San Francisco,"" is not entirely accurate. Instagram is not located in San Francisco; it is headquartered in the San Francisco Bay Area, but it is not physically located there. Instagram is actually headquartered in San Jose, California",0.0,0.0
P17_general_WESTERN_COUNTRIES_742,Acadia,Country,P17,"['Canada', 'Canada']",Western,Canada,"Acadia is located in the northeastern region of the United States and the Maritime provinces of Canada. Specifically:

1. In the United States, it is located in the state of Maine.
2. In Canada, it is located in the provinces of New",Acadia is located in the northeastern region of the United States and the Maritime provinces of Canada. Specifically:,0.0,1.0
P17_general_WESTERN_COUNTRIES_743,Celta Vigo,Country,P17,['Spain'],Western,Spain,"Galicia The city of Celta Vigo is located in the autonomous community of Galicia, which is a region in the northwest of Spain. Galicia is known for its rich cultural heritage, stunning coastline, and traditional Galician language. Celta","Galicia The city of Celta Vigo is located in the autonomous community of Galicia, which is a region in the northwest of Spain. Galicia is known for its rich cultural heritage, stunning coastline, and traditional Galician language. Celta",0.0,1.0
P17_general_WESTERN_COUNTRIES_744,2010–11 Top 14 season,Country,P17,['France'],Western,France,"France The 2010–11 Top 14 season was played in France. The Top 14 is the top-level professional rugby union league competition in France, and it is based in the country. The season took place from","France The 2010–11 Top 14 season was played in France. The Top 14 is the top-level professional rugby union league competition in France, and it is based in the country. The season took place from",0.0,1.0
P17_general_WESTERN_COUNTRIES_745,net neutrality in the United States,Country,P17,['United States of America'],Western,USA,"The net neutrality rules in the United States are located in the Federal Communications Commission (FCC).

To provide more context:

1. The FCC is an independent agency of the United States government, created by the Communications Act of 1934.",The net neutrality rules in the United States are located in the Federal Communications Commission (FCC),0.0,0.0
P17_general_WESTERN_COUNTRIES_746,New York City Subway,Country,P17,['United States of America'],Western,USA,"New York City The New York City Subway is a rapid transit system located in New York City. It is one of the oldest and largest subway systems in the world, serving 27 of the 51 New York City boroughs and providing public","New York City The New York City Subway is a rapid transit system located in New York City. It is one of the oldest and largest subway systems in the world, serving 27 of the 51 New York City boroughs and providing public",0.0,0.0
P17_general_WESTERN_COUNTRIES_747,Google,Country,P17,['United States of America'],Western,USA,"Mountain View, California The headquarters of Google, commonly known as the Googleplex, is located in Mountain View, California. This city is situated in the Santa Clara Valley, part of the San Francisco Bay Area in the U.S. state of California.","Mountain View, California The headquarters of Google, commonly known as the Googleplex, is located in Mountain View, California. This city is situated in the Santa Clara Valley, part of the San Francisco Bay Area in the U.S. state of California",0.0,0.0
P17_general_WESTERN_COUNTRIES_748,Vermont,Country,P17,['United States of America'],Western,USA,"New England The state of Vermont is located in the New England region of the United States. New England is a region in the northeastern part of the country, comprising six states: Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, and Connecticut.","New England The state of Vermont is located in the New England region of the United States. New England is a region in the northeastern part of the country, comprising six states: Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, and Connecticut",0.0,0.0
